color,file_name,file_type,font,is_bold,is_italic,page_number,size,text
0,sample.pdf,pdf,NimbusRomNo9L-Medi,False,False,1,17.21540069580078,Attention Is All You Need
0,sample.pdf,pdf,NimbusRomNo9L-Medi,False,False,1,9.962599754333496,Ashish Vaswani
0,sample.pdf,pdf,CMSY7,False,False,1,6.973800182342529,∗
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,9.962599754333496,Google Brain
0,sample.pdf,pdf,SFTT1000,False,False,1,9.962599754333496,avaswani@google.com
0,sample.pdf,pdf,NimbusRomNo9L-Medi,False,False,1,9.962599754333496,Noam Shazeer
0,sample.pdf,pdf,CMSY7,False,False,1,6.973800182342529,∗
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,9.962599754333496,Google Brain
0,sample.pdf,pdf,SFTT1000,False,False,1,9.962599754333496,noam@google.com
0,sample.pdf,pdf,NimbusRomNo9L-Medi,False,False,1,9.962599754333496,Niki Parmar
0,sample.pdf,pdf,CMSY7,False,False,1,6.973800182342529,∗
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,9.962599754333496,Google Research
0,sample.pdf,pdf,SFTT1000,False,False,1,9.962599754333496,nikip@google.com
0,sample.pdf,pdf,NimbusRomNo9L-Medi,False,False,1,9.962599754333496,Jakob Uszkoreit
0,sample.pdf,pdf,CMSY7,False,False,1,6.973800182342529,∗
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,9.962599754333496,Google Research
0,sample.pdf,pdf,SFTT1000,False,False,1,9.962599754333496,usz@google.com
0,sample.pdf,pdf,NimbusRomNo9L-Medi,False,False,1,9.962599754333496,Llion Jones
0,sample.pdf,pdf,CMSY7,False,False,1,6.973800182342529,∗
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,9.962599754333496,Google Research
0,sample.pdf,pdf,SFTT1000,False,False,1,9.962599754333496,llion@google.com
0,sample.pdf,pdf,NimbusRomNo9L-Medi,False,False,1,9.962599754333496,Aidan N. Gomez
0,sample.pdf,pdf,CMSY7,False,False,1,6.973800182342529,∗ †
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,9.962599754333496,University of Toronto
0,sample.pdf,pdf,SFTT1000,False,False,1,9.962599754333496,aidan@cs.toronto.edu
0,sample.pdf,pdf,NimbusRomNo9L-Medi,False,False,1,9.962599754333496,Łukasz Kaiser
0,sample.pdf,pdf,CMSY7,False,False,1,6.973800182342529,∗
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,9.962599754333496,Google Brain
0,sample.pdf,pdf,SFTT1000,False,False,1,9.962599754333496,lukaszkaiser@google.com
0,sample.pdf,pdf,NimbusRomNo9L-Medi,False,False,1,9.962599754333496,Illia Polosukhin
0,sample.pdf,pdf,CMSY7,False,False,1,6.973800182342529,∗ ‡
0,sample.pdf,pdf,SFTT1000,False,False,1,9.962599754333496,illia.polosukhin@gmail.com
0,sample.pdf,pdf,NimbusRomNo9L-Medi,False,False,1,11.9552001953125,Abstract
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,10.061732292175293,The dominant sequence transduction models are based on complex recurrent or
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,10.061732292175293,convolutional neural networks that include an encoder and a decoder. The best
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,10.061732292175293,performing models also connect the encoder and decoder through an attention
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,10.061732292175293,"mechanism. We propose a new simple network architecture, the Transformer,"
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,9.862470626831055,"based solely on attention mechanisms, dispensing with recurrence and convolutions"
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,10.061732292175293,entirely. Experiments on two machine translation tasks show these models to
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,10.022196769714355,be superior in quality while being more parallelizable and requiring signiﬁcantly
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,10.061732292175293,less time to train. Our model achieves 28.4 BLEU on the WMT 2014 English-
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,10.061732292175293,"to-German translation task, improving over the existing best results, including"
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,9.862470626831055,"ensembles, by over 2 BLEU. On the WMT 2014 English-to-French translation task,"
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,9.862470626831055,our model establishes a new single-model state-of-the-art BLEU score of 41.0 after
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,10.061732292175293,"training for 3.5 days on eight GPUs, a small fraction of the training costs of the"
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,9.962599754333496,best models from the literature.
0,sample.pdf,pdf,NimbusRomNo9L-Medi,False,False,1,11.9552001953125,1
0,sample.pdf,pdf,NimbusRomNo9L-Medi,False,False,1,11.9552001953125,Introduction
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,10.061732292175293,"Recurrent neural networks, long short-term memory ["
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,9.962599754333496,12
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,10.061732292175293,] and gated recurrent [
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,9.962599754333496,7
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,10.061732292175293,] neural networks
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,10.046924591064453,"in particular, have been ﬁrmly established as state of the art approaches in sequence modeling and"
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,10.061732292175293,transduction problems such as language modeling and machine translation [
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,9.962599754333496,29
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,10.061732292175293,","
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,9.962599754333496, 2
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,10.061732292175293,","
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,9.962599754333496, 5
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,10.061732292175293,]. Numerous
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,9.862470626831055,efforts have since continued to push the boundaries of recurrent language models and encoder-decoder
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,9.962599754333496,"architectures [31, 21, 13]."
0,sample.pdf,pdf,CMSY6,False,False,1,5.97760009765625,∗
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,8.880810737609863,Equal contribution. Listing order is random. Jakob proposed replacing RNNs with self-attention and started
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,9.00219440460205,"the effort to evaluate this idea. Ashish, with Illia, designed and implemented the ﬁrst Transformer models and"
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,8.876283645629883,"has been crucially involved in every aspect of this work. Noam proposed scaled dot-product attention, multi-head"
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,9.015580177307129,attention and the parameter-free position representation and became the other person involved in nearly every
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,8.957428932189941,"detail. Niki designed, implemented, tuned and evaluated countless model variants in our original codebase and"
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,8.930462837219238,"tensor2tensor. Llion also experimented with novel model variants, was responsible for our initial codebase, and"
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,8.876283645629883,efﬁcient inference and visualizations. Lukasz and Aidan spent countless long days designing various parts of and
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,8.876283645629883,"implementing tensor2tensor, replacing our earlier codebase, greatly improving results and massively accelerating"
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,8.966400146484375,our research.
0,sample.pdf,pdf,CMSY6,False,False,1,5.97760009765625,†
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,8.966400146484375,Work performed while at Google Brain.
0,sample.pdf,pdf,CMSY6,False,False,1,5.97760009765625,‡
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,8.966400146484375,Work performed while at Google Research.
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,1,8.966400146484375,"31st Conference on Neural Information Processing Systems (NIPS 2017), Long Beach, CA, USA."
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,10.061732292175293,Recurrent models typically factor computation along the symbol positions of the input and output
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.982504844665527,"sequences. Aligning the positions to steps in computation time, they generate a sequence of hidden"
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.9126615524292,states
0,sample.pdf,pdf,CMMI10,False,False,2,9.962599754333496, h
0,sample.pdf,pdf,CMMI7,False,False,2,6.973800182342529,t
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.9126615524292,", as a function of the previous hidden state"
0,sample.pdf,pdf,CMMI10,False,False,2,9.962599754333496, h
0,sample.pdf,pdf,CMMI7,False,False,2,6.973800182342529,t
0,sample.pdf,pdf,CMSY7,False,False,2,6.973800182342529,−
0,sample.pdf,pdf,CMR7,False,False,2,6.973800182342529,1
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.9126615524292, and the input for position
0,sample.pdf,pdf,CMMI10,False,False,2,9.962599754333496, t
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.9126615524292,. This inherently
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.862470626831055,"sequential nature precludes parallelization within training examples, which becomes critical at longer"
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.947644233703613,"sequence lengths, as memory constraints limit batching across examples. Recent work has achieved"
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.862470626831055,signiﬁcant improvements in computational efﬁciency through factorization tricks [
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.962599754333496,18
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.862470626831055,] and conditional
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,10.051863670349121,computation [
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.962599754333496,26
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,10.051863670349121,"], while also improving model performance in case of the latter. The fundamental"
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.962599754333496,"constraint of sequential computation, however, remains."
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.932666778564453,Attention mechanisms have become an integral part of compelling sequence modeling and transduc-
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.982504844665527,"tion models in various tasks, allowing modeling of dependencies without regard to their distance in"
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.862470626831055,the input or output sequences [
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.962599754333496,2
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.862470626831055,","
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.962599754333496, 16
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.862470626831055,]. In all but a few cases [
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.962599754333496,22
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.862470626831055,"], however, such attention mechanisms"
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.962599754333496,are used in conjunction with a recurrent network.
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,10.061732292175293,"In this work we propose the Transformer, a model architecture eschewing recurrence and instead"
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,10.032095909118652,relying entirely on an attention mechanism to draw global dependencies between input and output.
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.962599754333496,The Transformer allows for signiﬁcantly more parallelization and can reach a new state of the art in
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.962599754333496,translation quality after being trained for as little as twelve hours on eight P100 GPUs.
0,sample.pdf,pdf,NimbusRomNo9L-Medi,False,False,2,11.9552001953125,2
0,sample.pdf,pdf,NimbusRomNo9L-Medi,False,False,2,11.9552001953125,Background
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.902643203735352,The goal of reducing sequential computation also forms the foundation of the Extended Neural GPU
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.862470626831055,[
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.962599754333496,20
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.862470626831055,"], ByteNet ["
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.962599754333496,15
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.862470626831055,] and ConvS2S [
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.962599754333496,8
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.862470626831055,"], all of which use convolutional neural networks as basic building"
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.862470626831055,"block, computing hidden representations in parallel for all input and output positions. In these models,"
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.862470626831055,the number of operations required to relate signals from two arbitrary input or output positions grows
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.877554893493652,"in the distance between positions, linearly for ConvS2S and logarithmically for ByteNet. This makes"
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,10.061732292175293,it more difﬁcult to learn dependencies between distant positions [
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.962599754333496,11
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,10.061732292175293,]. In the Transformer this is
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,10.061732292175293,"reduced to a constant number of operations, albeit at the cost of reduced effective resolution due"
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,10.061732292175293,"to averaging attention-weighted positions, an effect we counteract with Multi-Head Attention as"
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.962599754333496,described in section 3.2.
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.89261531829834,"Self-attention, sometimes called intra-attention is an attention mechanism relating different positions"
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,10.061732292175293,of a single sequence in order to compute a representation of the sequence. Self-attention has been
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.95761775970459,"used successfully in a variety of tasks including reading comprehension, abstractive summarization,"
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.962599754333496,"textual entailment and learning task-independent sentence representations [4, 22, 23, 19]."
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,10.061732292175293,End-to-end memory networks are based on a recurrent attention mechanism instead of sequence-
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.867501258850098,aligned recurrence and have been shown to perform well on simple-language question answering and
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.962599754333496,language modeling tasks [28].
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,10.061732292175293,"To the best of our knowledge, however, the Transformer is the ﬁrst transduction model relying"
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.962599754333496,entirely on self-attention to compute representations of its input and output without using sequence-
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.947644233703613,"aligned RNNs or convolution. In the following sections, we will describe the Transformer, motivate"
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.962599754333496,"self-attention and discuss its advantages over models such as [14, 15] and [8]."
0,sample.pdf,pdf,NimbusRomNo9L-Medi,False,False,2,11.9552001953125,3
0,sample.pdf,pdf,NimbusRomNo9L-Medi,False,False,2,11.9552001953125,Model Architecture
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.937662124633789,Most competitive neural sequence transduction models have an encoder-decoder structure [
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.962599754333496,5
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.937662124633789,","
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.962599754333496, 2
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.937662124633789,","
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.962599754333496, 29
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.937662124633789,].
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,10.061732292175293,"Here, the encoder maps an input sequence of symbol representations"
0,sample.pdf,pdf,CMR10,False,False,2,9.962599754333496, (
0,sample.pdf,pdf,CMMI10,False,False,2,9.962599754333496,x
0,sample.pdf,pdf,CMR7,False,False,2,6.973800182342529,1
0,sample.pdf,pdf,CMMI10,False,False,2,9.962599754333496,", ..., x"
0,sample.pdf,pdf,CMMI7,False,False,2,6.973800182342529,n
0,sample.pdf,pdf,CMR10,False,False,2,9.962599754333496,)
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,10.061732292175293, to a sequence
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,10.061732292175293,of continuous representations
0,sample.pdf,pdf,CMBX10,False,False,2,9.962599754333496, z
0,sample.pdf,pdf,CMR10,False,False,2,9.962599754333496, = (
0,sample.pdf,pdf,CMMI10,False,False,2,9.962599754333496,z
0,sample.pdf,pdf,CMR7,False,False,2,6.973800182342529,1
0,sample.pdf,pdf,CMMI10,False,False,2,9.962599754333496,", ..., z"
0,sample.pdf,pdf,CMMI7,False,False,2,6.973800182342529,n
0,sample.pdf,pdf,CMR10,False,False,2,9.962599754333496,)
